province,age,registered_2022
Pangasinan,57,26859
Pangasinan,58,26273
Pangasinan,59,25876
Pangasinan,60_and_over,336895
Quezon,18,28981
Quezon,19,35670
Quezon,20,36562
Quezon,21,40651
Quezon,22,38770
Quezon,23,36517
Quezon,24,39004
Quezon,25,37093
Quezon,26,38126
Quezon,27,37492
Quezon,28,37519
Quezon,29,36394
Quezon,30,35527
Quezon,31,34298
Quezon,32,32766
Quezon,33,31486
Quezon,34,32355
Quezon,35,29867
Quezon,36,28738
Quezon,37,27888
Quezon,38,27253
Quezon,39,27309
Quezon,40,27031
Quezon,41,27082
Quezon,42,27159
Quezon,43,26221
Quezon,44,24850
Quezon,45,24220
Quezon,46,23810
Quezon,47,23343
Quezon,48,22399
Quezon,49,22810
Quezon,50,21763
Quezon,51,21963
Quezon,52,22821
Quezon,53,21926
Quezon,54,20740
Quezon,55,20501
Quezon,56,19343
Quezon,57,19331
Quezon,58,18548
Quezon,59,18456
Quezon,60_and_over,219440
Quirino,18,2289
Quirino,19,3050
Quirino,20,3024
Quirino,21,3211
Quirino,22,3089
Quirino,23,3057
Quirino,24,3139
Quirino,25,3221
Quirino,26,3310
Quirino,27,3155
Quirino,28,3111
Quirino,29,3112
Quirino,30,3105
Quirino,31,2963
Quirino,32,2784
Quirino,33,2702
Quirino,34,2739
Quirino,35,2566
Quirino,36,2494
Quirino,37,2466
Quirino,38,2476
Quirino,39,2443
Quirino,40,2478
Quirino,41,2351
Quirino,42,2552
Quirino,43,2492
Quirino,44,2221
Quirino,45,2164
Quirino,46,2116
Quirino,47,1914
Quirino,48,2034
Quirino,49,2192
Quirino,50,1939
Quirino,51,2015
Quirino,52,2094
Quirino,53,1925
Quirino,54,1761
Quirino,55,1622
Quirino,56,1618
Quirino,57,1744
Quirino,58,1741
Quirino,59,1661
Quirino,60_and_over,19728
Rizal,18,17115
Rizal,19,27843
Rizal,20,32610
Rizal,21,38274
Rizal,22,38191
Rizal,23,37026
Rizal,24,40110
Rizal,25,41066
Rizal,26,40715
Rizal,27,39916
Rizal,28,40437
Rizal,29,41311
Rizal,30,39861
Rizal,31,39550
Rizal,32,37833
Rizal,33,35885
Rizal,34,36268
Rizal,35,34669
Rizal,36,33346
Rizal,37,33302
Rizal,38,34002
Rizal,39,34656
Rizal,40,35037
Rizal,41,35447
Rizal,42,34896
Rizal,43,33911
Rizal,44,32333
Rizal,45,31187
Rizal,46,30133
Rizal,47,28837
Rizal,48,28345
Rizal,49,28371
Rizal,50,27102
Rizal,51,27667
Rizal,52,28585
Rizal,53,26282
Rizal,54,24287
Rizal,55,23454
Rizal,56,22917
Rizal,57,22358
Rizal,58,21738
Rizal,59,21484
Rizal,60_and_over,243605
Romblon,18,5589
Romblon,19,6031
Romblon,20,6139
Romblon,21,6924
Romblon,22,6095
Romblon,23,5499
Romblon,24,5699
Romblon,25,5190
Romblon,26,5050
Romblon,27,5011
Romblon,28,4942
Romblon,29,4652
Romblon,30,4692
Romblon,31,4529
Romblon,32,4344
Romblon,33,4126
Romblon,34,4154
Romblon,35,3914
Romblon,36,3785
Romblon,37,3762
Romblon,38,3642
Romblon,39,3594
Romblon,40,3398
Romblon,41,3443
Romblon,42,3400
Romblon,43,3392
Romblon,44,3213
Romblon,45,3121
Romblon,46,3139
Romblon,47,3179
Romblon,48,3012
Romblon,49,3291
Romblon,50,3024
Romblon,51,3111
Romblon,52,3159
Romblon,53,3163
Romblon,54,2818
Romblon,55,3025
Romblon,56,2794
Romblon,57,2981
Romblon,58,2797
Romblon,59,2773
Romblon,60_and_over,36523
Samar (Western Samar),18,17617
Samar (Western Samar),19,18848
Samar (Western Samar),20,17556
Samar (Western Samar),21,19191
Samar (Western Samar),22,18423
Samar (Western Samar),23,17343
Samar (Western Samar),24,19288
Samar (Western Samar),25,17124
Samar (Western Samar),26,17009
Samar (Western Samar),27,17353
Samar (Western Samar),28,16486
Samar (Western Samar),29,15132
Samar (Western Samar),30,15928
Samar (Western Samar),31,15291
Samar (Western Samar),32,12333
Samar (Western Samar),33,12456
Samar (Western Samar),34,12818
Samar (Western Samar),35,11454
Samar (Western Samar),36,10653
Samar (Western Samar),37,10224
Samar (Western Samar),38,10096
Samar (Western Samar),39,10729
Samar (Western Samar),40,10119
Samar (Western Samar),41,9579
Samar (Western Samar),42,10327
Samar (Western Samar),43,10043
Samar (Western Samar),44,9359
Samar (Western Samar),45,9380
Samar (Western Samar),46,9290
Samar (Western Samar),47,9345
Samar (Western Samar),48,9097
Samar (Western Samar),49,9257
Samar (Western Samar),50,8384
Samar (Western Samar),51,8375
Samar (Western Samar),52,8936
Samar (Western Samar),53,8343
Samar (Western Samar),54,7568
Samar (Western Samar),55,7562
Samar (Western Samar),56,7408
Samar (Western Samar),57,7247
Samar (Western Samar),58,6777
Samar (Western Samar),59,6753
Samar (Western Samar),60_and_over,90789
Sarangani,18,5852
Sarangani,19,8450
Sarangani,20,8902
Sarangani,21,10256
Sarangani,22,10510
Sarangani,23,9511
Sarangani,24,10485
Sarangani,25,10036
Sarangani,26,10121
Sarangani,27,10307
Sarangani,28,10378
Sarangani,29,9652
Sarangani,30,10264
Sarangani,31,10128
Sarangani,32,9119
Sarangani,33,9403
Sarangani,34,8796
Sarangani,35,8143
Sarangani,36,8136
Sarangani,37,8263
Sarangani,38,7731
Sarangani,39,7582
Sarangani,40,6995
Sarangani,41,6681
Sarangani,42,7058
Sarangani,43,6879
Sarangani,44,6428
Sarangani,45,6521
Sarangani,46,6184
Sarangani,47,6293
Sarangani,48,5960
Sarangani,49,6171
Sarangani,50,5487
Sarangani,51,5312
Sarangani,52,5706
Sarangani,53,5332
Sarangani,54,4837
Sarangani,55,4395
Sarangani,56,4471
Sarangani,57,4384
Sarangani,58,4149
Sarangani,59,3992
Sarangani,60_and_over,46795
Siquijor,18,1691
Siquijor,19,1812
Siquijor,20,1875
Siquijor,21,2006
Siquijor,22,1909
Siquijor,23,1735
Siquijor,24,1917
Siquijor,25,1731
Siquijor,26,1798
Siquijor,27,1791
Siquijor,28,1849
Siquijor,29,1787
Siquijor,30,1791
Siquijor,31,1861
Siquijor,32,1701
Siquijor,33,1710
Siquijor,34,1599
Siquijor,35,1602
Siquijor,36,1464
Siquijor,37,1499
Siquijor,38,1503
Siquijor,39,1364
Siquijor,40,1384
Siquijor,41,1427
Siquijor,42,1378
Siquijor,43,1311
Siquijor,44,1239
Siquijor,45,1321
Siquijor,46,1306
Siquijor,47,1197
Siquijor,48,1175
Siquijor,49,1279
Siquijor,50,1291
Siquijor,51,1161
Siquijor,52,1307
Siquijor,53,1111
Siquijor,54,1142
Siquijor,55,1035
Siquijor,56,1093
Siquijor,57,1055
Siquijor,58,1028
Siquijor,59,1052
Siquijor,60_and_over,16171
Sorsogon,18,15273
Sorsogon,19,16519
Sorsogon,20,16473
Sorsogon,21,17974
Sorsogon,22,17158
Sorsogon,23,16066
Sorsogon,24,15901
Sorsogon,25,14081
Sorsogon,26,14363
Sorsogon,27,13905
Sorsogon,28,14034
Sorsogon,29,13236
Sorsogon,30,13080
Sorsogon,31,12357
Sorsogon,32,11027
Sorsogon,33,10745
Sorsogon,34,11408
Sorsogon,35,10230
Sorsogon,36,9954
Sorsogon,37,9429
Sorsogon,38,9334
Sorsogon,39,9281
Sorsogon,40,9405
Sorsogon,41,9644
Sorsogon,42,9853
Sorsogon,43,9292
Sorsogon,44,8795
Sorsogon,45,8940
Sorsogon,46,8554
Sorsogon,47,8195
Sorsogon,48,7850
Sorsogon,49,8413
Sorsogon,50,7762
Sorsogon,51,8085
Sorsogon,52,8448
Sorsogon,53,7877
Sorsogon,54,7423
Sorsogon,55,7431
Sorsogon,56,7047
Sorsogon,57,6967
Sorsogon,58,6644
Sorsogon,59,6489
Sorsogon,60_and_over,83140
South Cotabato,18,14540
South Cotabato,19,21830
South Cotabato,20,23903
South Cotabato,21,26614
South Cotabato,22,26976
South Cotabato,23,24469
South Cotabato,24,26375
South Cotabato,25,26539
South Cotabato,26,26160
South Cotabato,27,26785
South Cotabato,28,27536
South Cotabato,29,26073
South Cotabato,30,25589
South Cotabato,31,25849
South Cotabato,32,24690
South Cotabato,33,24053
South Cotabato,34,23641
South Cotabato,35,22278
South Cotabato,36,21380
South Cotabato,37,21087
South Cotabato,38,20403
South Cotabato,39,20143
South Cotabato,40,19458
South Cotabato,41,19009
South Cotabato,42,19839
South Cotabato,43,19135
South Cotabato,44,18007
South Cotabato,45,17701
South Cotabato,46,17369
South Cotabato,47,17057
South Cotabato,48,15960
South Cotabato,49,16409
South Cotabato,50,15193
South Cotabato,51,15012
South Cotabato,52,15910
South Cotabato,53,15177
South Cotabato,54,13779
South Cotabato,55,13207
South Cotabato,56,12490
South Cotabato,57,12617
South Cotabato,58,12076
South Cotabato,59,11615
South Cotabato,60_and_over,131608
Southern Leyte,18,6900
Southern Leyte,19,7671
Southern Leyte,20,8005
Southern Leyte,21,8630
Southern Leyte,22,8129
Southern Leyte,23,7479
Southern Leyte,24,7569
Southern Leyte,25,6885
Southern Leyte,26,6845
Southern Leyte,27,6537
Southern Leyte,28,6492
Southern Leyte,29,6658
Southern Leyte,30,6133
Southern Leyte,31,6455
Southern Leyte,32,5907
Southern Leyte,33,6076
Southern Leyte,34,5867
Southern Leyte,35,5469
Southern Leyte,36,5091
Southern Leyte,37,5168
Southern Leyte,38,5118
Southern Leyte,39,5072
Southern Leyte,40,5136
Southern Leyte,41,5089
Southern Leyte,42,5236
Southern Leyte,43,4988
Southern Leyte,44,5035
Southern Leyte,45,4789
Southern Leyte,46,4709
Southern Leyte,47,4409
Southern Leyte,48,4402
Southern Leyte,49,4517
Southern Leyte,50,4269
Southern Leyte,51,4536
Southern Leyte,52,4775
Southern Leyte,53,4635
Southern Leyte,54,4364
Southern Leyte,55,4378
Southern Leyte,56,4213
Southern Leyte,57,4290
Southern Leyte,58,4283
Southern Leyte,59,4059
Southern Leyte,60_and_over,57367
Sultan Kudarat,18,8322
Sultan Kudarat,19,10998
Sultan Kudarat,20,11552
Sultan Kudarat,21,13043
Sultan Kudarat,22,13432
Sultan Kudarat,23,12057
Sultan Kudarat,24,13525
Sultan Kudarat,25,13406
Sultan Kudarat,26,13009
Sultan Kudarat,27,13012
Sultan Kudarat,28,13383
Sultan Kudarat,29,12299
Sultan Kudarat,30,12791
Sultan Kudarat,31,13253
Sultan Kudarat,32,12615
Sultan Kudarat,33,11794
Sultan Kudarat,34,11622
Sultan Kudarat,35,10836
Sultan Kudarat,36,11277
Sultan Kudarat,37,11795
Sultan Kudarat,38,10279
Sultan Kudarat,39,10416
Sultan Kudarat,40,9320
Sultan Kudarat,41,9331
Sultan Kudarat,42,10288
Sultan Kudarat,43,10574
Sultan Kudarat,44,9434
Sultan Kudarat,45,8780
Sultan Kudarat,46,8692
Sultan Kudarat,47,8499
Sultan Kudarat,48,7976
Sultan Kudarat,49,8592
Sultan Kudarat,50,7764
Sultan Kudarat,51,7580
Sultan Kudarat,52,8268
Sultan Kudarat,53,7975
Sultan Kudarat,54,7283
Sultan Kudarat,55,6533
Sultan Kudarat,56,6268
Sultan Kudarat,57,6392
Sultan Kudarat,58,5878
Sultan Kudarat,59,5763
Sultan Kudarat,60_and_over,71784
Sulu,18,6848
Sulu,19,9554
Sulu,20,8579
Sulu,21,13546
Sulu,22,14270
Sulu,23,11602
Sulu,24,12950
Sulu,25,12655
Sulu,26,11490
Sulu,27,17338
Sulu,28,20965
Sulu,29,16993
Sulu,30,13492
Sulu,31,12290
Sulu,32,11630
Sulu,33,9519
Sulu,34,9463
Sulu,35,9064
Sulu,36,8841
Sulu,37,9646
Sulu,38,8456
Sulu,39,8835
Sulu,40,7928
Sulu,41,7675
Sulu,42,8491
Sulu,43,6999
Sulu,44,7015
Sulu,45,6590
Sulu,46,6638
Sulu,47,7167
Sulu,48,6592
Sulu,49,7736
Sulu,50,6741
Sulu,51,6024
Sulu,52,6878
Sulu,53,5299
Sulu,54,5365
Sulu,55,4429
Sulu,56,4090
Sulu,57,4834
Sulu,58,4010
Sulu,59,4855
Sulu,60_and_over,49990
Surigao Del Norte,18,10362
Surigao Del Norte,19,11162
Surigao Del Norte,20,11413
Surigao Del Norte,21,11649
Surigao Del Norte,22,11559
Surigao Del Norte,23,10955
Surigao Del Norte,24,11301
Surigao Del Norte,25,10182
Surigao Del Norte,26,10526
Surigao Del Norte,27,10048
Surigao Del Norte,28,9894
Surigao Del Norte,29,10291
Surigao Del Norte,30,10003
Surigao Del Norte,31,10206
Surigao Del Norte,32,9123
Surigao Del Norte,33,9235
Surigao Del Norte,34,9111
Surigao Del Norte,35,8298
Surigao Del Norte,36,7774
Surigao Del Norte,37,7702
Surigao Del Norte,38,7651
Surigao Del Norte,39,7606
Surigao Del Norte,40,7099
Surigao Del Norte,41,6928
Surigao Del Norte,42,7126
Surigao Del Norte,43,6685
Surigao Del Norte,44,6796
Surigao Del Norte,45,6404
Surigao Del Norte,46,6351
Surigao Del Norte,47,6098
Surigao Del Norte,48,6166
Surigao Del Norte,49,6124
Surigao Del Norte,50,5653
Surigao Del Norte,51,5576
Surigao Del Norte,52,5815
Surigao Del Norte,53,5811
Surigao Del Norte,54,5064
Surigao Del Norte,55,5050
Surigao Del Norte,56,4624
Surigao Del Norte,57,5354
Surigao Del Norte,58,4813
Surigao Del Norte,59,4552
Surigao Del Norte,60_and_over,59756
Surigao Del Sur,18,11746
Surigao Del Sur,19,12442
Surigao Del Sur,20,12991
Surigao Del Sur,21,14045
Surigao Del Sur,22,12933
Surigao Del Sur,23,12102
Surigao Del Sur,24,12657
Surigao Del Sur,25,11759
Surigao Del Sur,26,11751
Surigao Del Sur,27,12188
Surigao Del Sur,28,11461
Surigao Del Sur,29,11693
Surigao Del Sur,30,11434
Surigao Del Sur,31,11515
Surigao Del Sur,32,10515
Surigao Del Sur,33,10603
Surigao Del Sur,34,10339
Surigao Del Sur,35,9256
Surigao Del Sur,36,8607
Surigao Del Sur,37,8572
Surigao Del Sur,38,8580
Surigao Del Sur,39,8517
Surigao Del Sur,40,7823
Surigao Del Sur,41,7745
Surigao Del Sur,42,7870
Surigao Del Sur,43,7544
Surigao Del Sur,44,7179
Surigao Del Sur,45,7057
Surigao Del Sur,46,6917
Surigao Del Sur,47,6736
Surigao Del Sur,48,6539
Surigao Del Sur,49,7143
Surigao Del Sur,50,6425
Surigao Del Sur,51,6156
Surigao Del Sur,52,6675
Surigao Del Sur,53,6510
Surigao Del Sur,54,5863
Surigao Del Sur,55,5960
Surigao Del Sur,56,5710
Surigao Del Sur,57,5848
Surigao Del Sur,58,5770
Surigao Del Sur,59,5500
Surigao Del Sur,60_and_over,70394
Tarlac,18,14364
Tarlac,19,20189
Tarlac,20,21190
Tarlac,21,23455
Tarlac,22,22777
Tarlac,23,21763
Tarlac,24,23364
Tarlac,25,23478
Tarlac,26,22962
Tarlac,27,22879
Tarlac,28,22651
Tarlac,29,22556
Tarlac,30,22239
Tarlac,31,22521
Tarlac,32,21417
Tarlac,33,19823
Tarlac,34,20293
Tarlac,35,19124
Tarlac,36,18209
Tarlac,37,17882
Tarlac,38,18050
Tarlac,39,17977
Tarlac,40,17821
Tarlac,41,17524
Tarlac,42,17550
Tarlac,43,17403
Tarlac,44,16183
Tarlac,45,15812
Tarlac,46,15535
Tarlac,47,14812
Tarlac,48,14798
Tarlac,49,15448
Tarlac,50,14582
Tarlac,51,14508
Tarlac,52,15007
Tarlac,53,14432
Tarlac,54,13567
Tarlac,55,13039
Tarlac,56,12754
Tarlac,57,12158
Tarlac,58,12052
Tarlac,59,11599
Tarlac,60_and_over,142887
Tawi-Tawi,18,4603
Tawi-Tawi,19,6429
Tawi-Tawi,20,6022
Tawi-Tawi,21,6953
Tawi-Tawi,22,7964
Tawi-Tawi,23,6099
Tawi-Tawi,24,7415
Tawi-Tawi,25,7856
Tawi-Tawi,26,7026
Tawi-Tawi,27,7994
Tawi-Tawi,28,9441
Tawi-Tawi,29,8472
Tawi-Tawi,30,6970
Tawi-Tawi,31,6340
Tawi-Tawi,32,6250
Tawi-Tawi,33,5318
Tawi-Tawi,34,5258
Tawi-Tawi,35,5066
Tawi-Tawi,36,5077
Tawi-Tawi,37,5260
Tawi-Tawi,38,4759
Tawi-Tawi,39,4952
Tawi-Tawi,40,4457
Tawi-Tawi,41,4321
Tawi-Tawi,42,4842
Tawi-Tawi,43,3731
Tawi-Tawi,44,3719
Tawi-Tawi,45,3454
Tawi-Tawi,46,3518
Tawi-Tawi,47,3673
Tawi-Tawi,48,3174
Tawi-Tawi,49,3824
Tawi-Tawi,50,3175
Tawi-Tawi,51,2971
Tawi-Tawi,52,3475
Tawi-Tawi,53,2742
Tawi-Tawi,54,2592
Tawi-Tawi,55,2208
Tawi-Tawi,56,2167
Tawi-Tawi,57,2508
Tawi-Tawi,58,2127
Tawi-Tawi,59,2300
Tawi-Tawi,60_and_over,26343
Zambales,18,9791
Zambales,19,12793
Zambales,20,13950
Zambales,21,15079
Zambales,22,14027
Zambales,23,13430
Zambales,24,14291
Zambales,25,13721
Zambales,26,13605
Zambales,27,13399
Zambales,28,13141
Zambales,29,13389
Zambales,30,13165
Zambales,31,13377
Zambales,32,12763
Zambales,33,12306
Zambales,34,12601
Zambales,35,11977
Zambales,36,10915
Zambales,37,10839
Zambales,38,10788
Zambales,39,10699
Zambales,40,10401
Zambales,41,10448
Zambales,42,10543
Zambales,43,9964
Zambales,44,9540
Zambales,45,9040
Zambales,46,8826
Zambales,47,8440
Zambales,48,8487
Zambales,49,8939
Zambales,50,8598
Zambales,51,8673
Zambales,52,8844
Zambales,53,8620
Zambales,54,8009
Zambales,55,7622
Zambales,56,7568
Zambales,57,7295
Zambales,58,7159
Zambales,59,7218
Zambales,60_and_over,86029
Zamboanga Del Norte,18,17972
Zamboanga Del Norte,19,18918
Zamboanga Del Norte,20,19414
Zamboanga Del Norte,21,21044
Zamboanga Del Norte,22,21083
Zamboanga Del Norte,23,18908
Zamboanga Del Norte,24,20468
Zamboanga Del Norte,25,19956
Zamboanga Del Norte,26,19864
Zamboanga Del Norte,27,20075
Zamboanga Del Norte,28,19548
Zamboanga Del Norte,29,18652
Zamboanga Del Norte,30,19426
Zamboanga Del Norte,31,18653
Zamboanga Del Norte,32,16792
Zamboanga Del Norte,33,17187
Zamboanga Del Norte,34,15833
Zamboanga Del Norte,35,14368
Zamboanga Del Norte,36,14408
Zamboanga Del Norte,37,14271
Zamboanga Del Norte,38,13525
Zamboanga Del Norte,39,14284
Zamboanga Del Norte,40,12968
Zamboanga Del Norte,41,12371
Zamboanga Del Norte,42,13211
Zamboanga Del Norte,43,12942
Zamboanga Del Norte,44,12295
Zamboanga Del Norte,45,11908
Zamboanga Del Norte,46,11607
Zamboanga Del Norte,47,11826
Zamboanga Del Norte,48,11193
Zamboanga Del Norte,49,11977
Zamboanga Del Norte,50,10849
Zamboanga Del Norte,51,11134
Zamboanga Del Norte,52,11673
Zamboanga Del Norte,53,10842
Zamboanga Del Norte,54,10369
Zamboanga Del Norte,55,9933
Zamboanga Del Norte,56,9697
Zamboanga Del Norte,57,10037
Zamboanga Del Norte,58,9596
Zamboanga Del Norte,59,9222
Zamboanga Del Norte,60_and_over,118244
Zamboanga Del Sur,18,22615
Zamboanga Del Sur,19,26945
Zamboanga Del Sur,20,28622
Zamboanga Del Sur,21,31350
Zamboanga Del Sur,22,32121
Zamboanga Del Sur,23,30283
Zamboanga Del Sur,24,32128
Zamboanga Del Sur,25,31543
Zamboanga Del Sur,26,31054
Zamboanga Del Sur,27,31193
Zamboanga Del Sur,28,31204
Zamboanga Del Sur,29,30581
Zamboanga Del Sur,30,29589
Zamboanga Del Sur,31,28996
Zamboanga Del Sur,32,26738
Zamboanga Del Sur,33,27068
Zamboanga Del Sur,34,25749
Zamboanga Del Sur,35,23328
Zamboanga Del Sur,36,22291
Zamboanga Del Sur,37,22340
Zamboanga Del Sur,38,21818
Zamboanga Del Sur,39,22102
Zamboanga Del Sur,40,21072
Zamboanga Del Sur,41,21245
Zamboanga Del Sur,42,22061
Zamboanga Del Sur,43,21297
Zamboanga Del Sur,44,20257
Zamboanga Del Sur,45,19564
Zamboanga Del Sur,46,19260
Zamboanga Del Sur,47,19067
Zamboanga Del Sur,48,18210
Zamboanga Del Sur,49,18710
Zamboanga Del Sur,50,17479
Zamboanga Del Sur,51,17516
Zamboanga Del Sur,52,18457
Zamboanga Del Sur,53,17202
Zamboanga Del Sur,54,15987
Zamboanga Del Sur,55,15121
Zamboanga Del Sur,56,15262
Zamboanga Del Sur,57,15099
Zamboanga Del Sur,58,14676
Zamboanga Del Sur,59,14317
Zamboanga Del Sur,60_and_over,166808
Zamboanga Sibugay,18,10571
Zamboanga Sibugay,19,11722
Zamboanga Sibugay,20,11359
Zamboanga Sibugay,21,12455
Zamboanga Sibugay,22,11887
Zamboanga Sibugay,23,10633
Zamboanga Sibugay,24,11817
Zamboanga Sibugay,25,11365
Zamboanga Sibugay,26,11201
Zamboanga Sibugay,27,11945
Zamboanga Sibugay,28,12312
Zamboanga Sibugay,29,11202
Zamboanga Sibugay,30,11661
Zamboanga Sibugay,31,11025
Zamboanga Sibugay,32,10277
Zamboanga Sibugay,33,10608
Zamboanga Sibugay,34,10111
Zamboanga Sibugay,35,8819
Zamboanga Sibugay,36,8459
Zamboanga Sibugay,37,8502
Zamboanga Sibugay,38,8230
Zamboanga Sibugay,39,8220
Zamboanga Sibugay,40,7885
Zamboanga Sibugay,41,7509
Zamboanga Sibugay,42,7740
Zamboanga Sibugay,43,7460
Zamboanga Sibugay,44,7153
Zamboanga Sibugay,45,7055
Zamboanga Sibugay,46,6660
Zamboanga Sibugay,47,6765
Zamboanga Sibugay,48,6267
Zamboanga Sibugay,49,6581
Zamboanga Sibugay,50,6109
Zamboanga Sibugay,51,5920
Zamboanga Sibugay,52,6526
Zamboanga Sibugay,53,6319
Zamboanga Sibugay,54,5699
Zamboanga Sibugay,55,5370
Zamboanga Sibugay,56,5141
Zamboanga Sibugay,57,5341
Zamboanga Sibugay,58,5172
Zamboanga Sibugay,59,5004
Zamboanga Sibugay,60_and_over,60005
